,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene symbol
ENSG00000131781,83.07171645,1.71115657,0.344213153,4.971212043,6.65E-07,4.26E-06,FMO5
ENSG00000162062,21.74359793,3.290256988,0.661934054,4.970671877,6.67E-07,4.27E-06,TEDC2
ENSG00000229447,22.43560384,2.933621069,0.590179648,4.970725574,6.67E-07,4.27E-06,-
ENSG00000140948,24.86748883,-7.814338688,1.57240934,-4.969659291,6.71E-07,4.29E-06,ZCCHC14
ENSG00000164051,21.5519378,-7.652239774,1.539844507,-4.969488633,6.71E-07,4.29E-06,CCDC51
ENSG00000205035,8.589137175,7.031667463,1.415558767,4.967414723,6.79E-07,4.34E-06,-
ENSG00000085465,30.91036097,2.684515622,0.540455336,4.967136863,6.79E-07,4.34E-06,OVGP1
ENSG00000148300,21.75053091,-7.665585031,1.543983831,-4.964809136,6.88E-07,4.39E-06,REXO4
ENSG00000213753,214.6915917,1.111778032,0.223938328,4.964661663,6.88E-07,4.40E-06,-
ENSG00000196976,20.69956171,-7.595398608,1.529957101,-4.964452012,6.89E-07,4.40E-06,LAGE3
ENSG00000205155,195.1952578,1.157054755,0.233072716,4.96435093,6.89E-07,4.40E-06,PSENEN
ENSG00000136891,139.4065719,-1.429357623,0.288036868,-4.96241204,6.96E-07,4.44E-06,TEX10
ENSG00000139970,17.23154876,-4.537366343,0.914391499,-4.962170306,6.97E-07,4.45E-06,RTN1
ENSG00000128311,20.85277453,-7.608324613,1.533354187,-4.961883351,6.98E-07,4.45E-06,TST
ENSG00000241991,10.50412093,6.55104087,1.320273705,4.961880893,6.98E-07,4.45E-06,-
ENSG00000127328,32.08581816,-2.770220729,0.558319512,-4.961712188,6.99E-07,4.45E-06,RAB3IP
ENSG00000233369,63.95416297,-3.575692402,0.720755039,-4.961036976,7.01E-07,4.47E-06,-
ENSG00000225101,20.82638586,-7.604868091,1.532998641,-4.960779409,7.02E-07,4.47E-06,-
ENSG00000114812,31.21754022,-8.188246261,1.651512608,-4.958028309,7.12E-07,4.53E-06,VIPR1
ENSG00000145632,126.9635106,-1.81404721,0.366031955,-4.955980448,7.20E-07,4.58E-06,PLK2
ENSG00000150938,51.0682567,-2.590967045,0.522887155,-4.95511703,7.23E-07,4.60E-06,CRIM1
ENSG00000214439,31.78442316,2.379250565,0.480241604,4.954278311,7.26E-07,4.62E-06,-
ENSG00000184277,469.5995601,1.006583985,0.203198754,4.953691725,7.28E-07,4.63E-06,TM2D3
ENSG00000255339,26.16012545,-4.661681235,0.941100825,-4.953434438,7.29E-07,4.63E-06,-
ENSG00000172766,102.1068794,-1.872033098,0.37798563,-4.952656796,7.32E-07,4.65E-06,NAA16
ENSG00000161911,44.43401061,-2.507889178,0.506541918,-4.951000276,7.38E-07,4.69E-06,TREML1
ENSG00000108176,48.2766236,2.37911755,0.480540975,4.950915059,7.39E-07,4.69E-06,DNAJC12
ENSG00000149930,53.33050821,-2.737189026,0.552956197,-4.950101006,7.42E-07,4.71E-06,TAOK2
ENSG00000160299,213.0560289,-1.475867854,0.298178131,-4.949618033,7.44E-07,4.72E-06,PCNT
ENSG00000180611,27.86267511,-8.027569847,1.622002985,-4.949170822,7.45E-07,4.72E-06,MB21D2
ENSG00000123268,56.6151801,-2.348823285,0.474758337,-4.947408188,7.52E-07,4.77E-06,ATF1
ENSG00000213096,75.50090676,-4.027614126,0.814612494,-4.944208634,7.65E-07,4.84E-06,ZNF254
ENSG00000169981,21.63763504,-7.646854641,1.546766272,-4.943768674,7.66E-07,4.85E-06,ZNF35
ENSG00000041880,55.36628544,-2.319746639,0.4692986,-4.943007796,7.69E-07,4.87E-06,PARP3
ENSG00000147526,648.1438836,0.956166255,0.19347021,4.942188531,7.73E-07,4.89E-06,TACC1
ENSG00000099904,56.46798299,-2.251921084,0.455729102,-4.941358967,7.76E-07,4.91E-06,ZDHHC8
ENSG00000124214,345.2420231,-1.930037436,0.390593561,-4.941293532,7.76E-07,4.91E-06,STAU1
ENSG00000164144,164.7535582,-1.379214781,0.279138112,-4.940976243,7.77E-07,4.91E-06,ARFIP1
ENSG00000161533,148.2652176,-1.941467033,0.393332819,-4.935939586,7.98E-07,5.04E-06,ACOX1
ENSG00000084234,1811.036673,-0.741391703,0.150221583,-4.935320807,8.00E-07,5.05E-06,APLP2
ENSG00000080845,90.32511905,1.731587504,0.3509077,4.934595349,8.03E-07,5.07E-06,DLGAP4
ENSG00000078579,105.1345471,2.658813897,0.538823804,4.934477421,8.04E-07,5.07E-06,FGF20
ENSG00000088305,25.54406639,2.68254705,0.543649883,4.934328388,8.04E-07,5.07E-06,DNMT3B
ENSG00000187535,20.27339295,-7.557149143,1.531742088,-4.933695563,8.07E-07,5.09E-06,IFT140
ENSG00000011143,93.36334389,1.633914434,0.331230267,4.932865734,8.10E-07,5.11E-06,MKS1
ENSG00000100116,61.39839631,2.867438363,0.581290972,4.932879574,8.10E-07,5.11E-06,GCAT
ENSG00000137496,309.7451991,1.394475176,0.282694993,4.9327905,8.11E-07,5.11E-06,IL18BP
ENSG00000100211,21.26338172,-7.631887143,1.54722893,-4.932616626,8.11E-07,5.11E-06,CBY1
ENSG00000168495,48.55776037,-2.765599871,0.560785875,-4.931650379,8.15E-07,5.13E-06,POLR3D
ENSG00000175104,98.08856151,-2.254949466,0.457259797,-4.931440462,8.16E-07,5.14E-06,TRAF6
ENSG00000164690,13.97177098,6.242831776,1.266231976,4.930243347,8.21E-07,5.17E-06,SHH
ENSG00000198860,132.7234605,-1.511439704,0.306706747,-4.927963669,8.31E-07,5.23E-06,TSEN15
ENSG00000068724,422.7202685,1.069214721,0.217007469,4.927087195,8.35E-07,5.25E-06,TTC7A
ENSG00000059588,116.1642339,1.643895624,0.333662447,4.926822419,8.36E-07,5.25E-06,TARBP1
ENSG00000168803,104.8562485,1.497000248,0.303926916,4.925527063,8.41E-07,5.29E-06,ADAL
ENSG00000100156,10.2838709,6.538950821,1.327677307,4.925105511,8.43E-07,5.29E-06,SLC16A8
ENSG00000108551,40.09822782,-8.551667583,1.736327918,-4.925145472,8.43E-07,5.29E-06,RASD1
ENSG00000178295,72.24674089,2.743618321,0.557066165,4.925121092,8.43E-07,5.29E-06,GEN1
ENSG00000175782,382.165502,-1.040617743,0.211323569,-4.924286236,8.47E-07,5.31E-06,SLC35E3
ENSG00000114993,35.34473583,-5.903771756,1.199215588,-4.923027864,8.52E-07,5.34E-06,RTKN
ENSG00000181031,28.33430595,2.718699907,0.552238126,4.923057247,8.52E-07,5.34E-06,RPH3AL
ENSG00000142959,13.80037327,4.580217754,0.930475716,4.922447383,8.55E-07,5.36E-06,BEST4
ENSG00000213533,21.95990372,-7.685998296,1.562155629,-4.920123293,8.65E-07,5.42E-06,STIMATE
ENSG00000133433,25.24491546,-7.885936177,1.602932924,-4.919691935,8.67E-07,5.43E-06,GSTT2B
ENSG00000076641,917.4020619,-1.277247825,0.259687683,-4.918399708,8.73E-07,5.46E-06,PAG1
ENSG00000247626,32.72601301,-2.628093695,0.53445906,-4.917296557,8.77E-07,5.49E-06,MARS2
ENSG00000176148,131.6398876,1.404171756,0.285573523,4.917023616,8.79E-07,5.50E-06,TCP11L1
ENSG00000146909,90.02375473,1.642570077,0.334096995,4.916446725,8.81E-07,5.51E-06,NOM1
ENSG00000120129,3856.617657,1.583968363,0.322206699,4.916000724,8.83E-07,5.52E-06,DUSP1
ENSG00000198237,30.73448853,2.989382022,0.608247391,4.914746966,8.89E-07,5.55E-06,-
ENSG00000163882,131.3352829,-1.656933522,0.337162207,-4.91435128,8.91E-07,5.56E-06,POLR2H
ENSG00000187796,543.8606869,-0.882948919,0.179702052,-4.913404762,8.95E-07,5.59E-06,CARD9
ENSG00000188878,22.77771099,-7.70982615,1.569206777,-4.913199627,8.96E-07,5.59E-06,FBF1
ENSG00000184730,46.90694681,-7.332966027,1.492750321,-4.912386167,9.00E-07,5.61E-06,APOBR
ENSG00000197114,229.7346647,1.356080601,0.276127649,4.911064154,9.06E-07,5.65E-06,ZGPAT
ENSG00000160190,41.57681351,-3.705736984,0.754803742,-4.909537109,9.13E-07,5.69E-06,SLC37A1
ENSG00000111647,170.1803265,1.60743466,0.327470614,4.908637882,9.17E-07,5.71E-06,UHRF1BP1L
ENSG00000117475,52.85507801,-2.172924403,0.442669875,-4.90867919,9.17E-07,5.71E-06,BLZF1
ENSG00000100034,218.6105718,-1.688387335,0.343971701,-4.908506517,9.18E-07,5.72E-06,PPM1F
ENSG00000163795,47.1185143,2.103550016,0.428597092,4.907989468,9.20E-07,5.73E-06,ZNF513
ENSG00000242952,14.66196459,4.421166461,0.900968881,4.907124492,9.24E-07,5.75E-06,-
ENSG00000116128,19.63873154,-7.519430319,1.532939705,-4.905235539,9.33E-07,5.81E-06,BCL9
ENSG00000176731,221.6087744,1.488635918,0.303483443,4.905163542,9.33E-07,5.81E-06,RBIS
ENSG00000116455,365.1446785,-1.08491534,0.221251117,-4.903547409,9.41E-07,5.85E-06,WDR77
ENSG00000204574,27.18334697,-7.978401219,1.627081397,-4.903504665,9.41E-07,5.85E-06,ABCF1
ENSG00000132205,37.97624438,-2.702449175,0.551310752,-4.901861906,9.49E-07,5.90E-06,EMILIN2
ENSG00000140463,107.1456318,1.725412412,0.352003412,4.901692295,9.50E-07,5.90E-06,BBS4
ENSG00000153823,35.02570304,3.500916148,0.714219088,4.901739829,9.50E-07,5.90E-06,PID1
ENSG00000089876,47.18760219,-7.373374844,1.504735427,-4.900113808,9.58E-07,5.94E-06,DHX32
ENSG00000105287,60.77441058,1.749993528,0.357177839,4.899501982,9.61E-07,5.96E-06,PRKD2
ENSG00000165802,93.97554066,1.466226613,0.299386514,4.897437073,9.71E-07,6.02E-06,NSMF
ENSG00000160307,78.69749067,2.097033803,0.428281654,4.896389518,9.76E-07,6.05E-06,S100B
ENSG00000166845,27.40943257,-7.994876071,1.633091499,-4.895546929,9.80E-07,6.08E-06,C18orf54
ENSG00000147118,44.16074082,-7.246818278,1.4803903,-4.895207892,9.82E-07,6.08E-06,ZNF182
ENSG00000143756,204.5919693,1.297062256,0.2650209,4.894188567,9.87E-07,6.11E-06,FBXO28
ENSG00000129116,44.89088958,-7.265107133,1.484494405,-4.893994285,9.88E-07,6.12E-06,PALLD
ENSG00000070018,59.32533989,-2.000429059,0.408785035,-4.893596602,9.90E-07,6.13E-06,LRP6
ENSG00000188649,21.25915823,-7.619376813,1.557049853,-4.893470044,9.91E-07,6.13E-06,CC2D2B
ENSG00000166946,529.5099467,0.8374234,0.171143659,4.893102115,9.93E-07,6.14E-06,CCNDBP1
ENSG00000169018,201.5636518,-1.261920624,0.257929223,-4.892507377,9.96E-07,6.16E-06,FEM1B
ENSG00000189129,11.57318064,6.038080019,1.234274386,4.892007877,9.98E-07,6.17E-06,PLAC9
ENSG00000108349,380.9232999,-0.925140873,0.189131794,-4.891514298,1.00E-06,6.18E-06,CASC3
ENSG00000177707,24.98376847,-7.851941612,1.60539741,-4.890964421,1.00E-06,6.20E-06,NECTIN3
ENSG00000117395,157.0614103,-1.655912969,0.338593082,-4.890569409,1.01E-06,6.21E-06,EBNA1BP2
ENSG00000115170,19.5030278,-7.508219682,1.536123037,-4.887772334,1.02E-06,6.29E-06,ACVR1
ENSG00000171202,79.58975944,-1.85081717,0.378726602,-4.886947891,1.02E-06,6.32E-06,TMEM126A
ENSG00000165689,65.21406969,1.587390863,0.324844481,4.886617922,1.03E-06,6.33E-06,ENTR1
ENSG00000145022,134.8149818,1.24353212,0.254536542,4.885475811,1.03E-06,6.36E-06,TCTA
ENSG00000170540,1362.024386,-0.750900458,0.153756655,-4.88369402,1.04E-06,6.42E-06,ARL6IP1
ENSG00000124782,498.1298756,0.962748873,0.197145988,4.883431213,1.04E-06,6.42E-06,RREB1
ENSG00000266412,795.0901764,-0.937407679,0.192045782,-4.88116777,1.05E-06,6.49E-06,NCOA4
ENSG00000161011,692.4346658,0.892209287,0.18280825,4.880574525,1.06E-06,6.51E-06,SQSTM1
ENSG00000165215,26.09388348,2.484422981,0.509077679,4.8802434,1.06E-06,6.52E-06,CLDN3
ENSG00000117620,211.3385844,-1.175020847,0.240780977,-4.880040198,1.06E-06,6.53E-06,SLC35A3
ENSG00000181804,899.0817625,0.846433202,0.173511352,4.87825834,1.07E-06,6.58E-06,SLC9A9
ENSG00000047315,368.854471,-0.963963455,0.197619166,-4.877884431,1.07E-06,6.59E-06,POLR2B
ENSG00000121297,19.08106036,-7.479732066,1.533622288,-4.877167034,1.08E-06,6.61E-06,TSHZ3
ENSG00000091592,346.5821915,1.290007795,0.264542263,4.876376948,1.08E-06,6.64E-06,NLRP1
ENSG00000196597,19.82797197,-7.529019399,1.544061071,-4.876115033,1.08E-06,6.64E-06,ZNF782
ENSG00000143178,95.21514438,1.449968722,0.29743005,4.874990675,1.09E-06,6.68E-06,TBX19
ENSG00000164975,175.3877252,-1.697081303,0.348148595,-4.874588976,1.09E-06,6.69E-06,SNAPC3
ENSG00000135341,316.4382617,1.031369266,0.211585113,4.8744888,1.09E-06,6.69E-06,MAP3K7
ENSG00000116922,97.79821654,1.549558569,0.317938183,4.873773119,1.09E-06,6.71E-06,C1orf109
ENSG00000181007,124.0052236,1.320329114,0.271007459,4.871929053,1.11E-06,6.78E-06,ZFP82
ENSG00000131634,23.91276254,2.862849572,0.58764483,4.87173447,1.11E-06,6.78E-06,TMEM204
ENSG00000073169,85.68137952,1.502455221,0.308413104,4.871567388,1.11E-06,6.78E-06,SELENOO
ENSG00000188641,390.9307634,-2.594755432,0.532660176,-4.87131486,1.11E-06,6.79E-06,DPYD
ENSG00000186472,22.62207096,-7.676394831,1.576077427,-4.870569618,1.11E-06,6.81E-06,PCLO
ENSG00000184009,4165.82426,0.820945727,0.168576161,4.86988031,1.12E-06,6.83E-06,ACTG1
ENSG00000113282,281.0412363,-1.269624058,0.260730351,-4.869490845,1.12E-06,6.84E-06,CLINT1
ENSG00000082068,229.5390311,1.271370187,0.261141187,4.868516544,1.12E-06,6.88E-06,WDR70
ENSG00000140332,625.2667256,1.134070135,0.23295232,4.868250014,1.13E-06,6.88E-06,TLE3
ENSG00000236670,23.49832832,3.343767165,0.686900685,4.867904833,1.13E-06,6.89E-06,-
ENSG00000250687,104.4363885,-2.412738885,0.495724877,-4.867092604,1.13E-06,6.92E-06,-
ENSG00000031698,543.4133301,-1.712657769,0.351981404,-4.865762081,1.14E-06,6.96E-06,SARS1
ENSG00000271500,19.64632017,-7.522027475,1.546403432,-4.864207695,1.15E-06,7.02E-06,-
ENSG00000187147,161.7413404,2.072983939,0.426192667,4.863959657,1.15E-06,7.02E-06,RNF220
ENSG00000087301,74.08935105,1.764005779,0.362687154,4.863711768,1.15E-06,7.03E-06,TXNDC16
ENSG00000243414,29.12128427,-8.078514815,1.661722184,-4.861531545,1.16E-06,7.10E-06,TICAM2
ENSG00000124217,93.44227145,1.50574137,0.309739402,4.861316837,1.17E-06,7.11E-06,MOCS3
ENSG00000115825,508.8732328,-1.058710568,0.21779311,-4.861083836,1.17E-06,7.11E-06,PRKD3
ENSG00000120071,485.6482619,-1.199234957,0.246758153,-4.859960828,1.17E-06,7.15E-06,KANSL1
ENSG00000197858,289.4526271,-1.640573721,0.337583531,-4.859756388,1.18E-06,7.16E-06,GPAA1
ENSG00000087086,26903.71667,1.327670778,0.273208157,4.859557602,1.18E-06,7.16E-06,FTL
ENSG00000170296,2337.809224,1.234517912,0.254050387,4.859342781,1.18E-06,7.17E-06,GABARAP
ENSG00000165138,71.40992987,1.804792899,0.371416802,4.859211777,1.18E-06,7.17E-06,ANKS6
ENSG00000270170,143.767679,1.236585442,0.254487385,4.85912274,1.18E-06,7.17E-06,NCBP2AS2
ENSG00000151458,20.2539261,-7.561359435,1.556150442,-4.859015704,1.18E-06,7.17E-06,ANKRD50
ENSG00000142541,6613.734052,1.501773806,0.309088306,4.858720874,1.18E-06,7.18E-06,RPL13A
ENSG00000181625,53.33270378,3.713956828,0.764383977,4.858758085,1.18E-06,7.18E-06,SLX1B
ENSG00000108961,118.537421,1.420168249,0.292348239,4.857796492,1.19E-06,7.21E-06,RANGRF
ENSG00000130997,36.5311043,-3.301000108,0.679865855,-4.855369749,1.20E-06,7.30E-06,POLN
ENSG00000156876,24.00098057,-7.806926941,1.608346783,-4.854007246,1.21E-06,7.34E-06,SASS6
ENSG00000146677,13.88091578,4.524170418,0.932229269,4.853066264,1.22E-06,7.37E-06,-
ENSG00000169683,20.29433745,-7.554965308,1.556742251,-4.853061131,1.22E-06,7.37E-06,LRRC45
ENSG00000227825,89.03486994,1.468340624,0.302551906,4.85318584,1.21E-06,7.37E-06,-
ENSG00000262655,96.98290106,-3.890644946,0.801742018,-4.852739231,1.22E-06,7.38E-06,SPON1
ENSG00000167550,19.74036395,-7.52742261,1.55122821,-4.852556548,1.22E-06,7.38E-06,RHEBL1
ENSG00000115977,619.4183785,0.945609739,0.194874271,4.852409362,1.22E-06,7.39E-06,AAK1
ENSG00000107938,157.7042176,1.496272145,0.308453888,4.850877892,1.23E-06,7.44E-06,EDRF1
ENSG00000196653,23.99750321,-7.805737338,1.609272799,-4.850474913,1.23E-06,7.45E-06,ZNF502
ENSG00000180938,19.28161329,-7.493013759,1.545114436,-4.8494879,1.24E-06,7.49E-06,ZNF572
ENSG00000162444,20.23786446,-3.508715867,0.723842972,-4.847343975,1.25E-06,7.57E-06,RBP7
ENSG00000141748,111.4948961,2.064110446,0.42597677,4.845593916,1.26E-06,7.63E-06,ARL5C
ENSG00000165792,983.5244368,0.949481403,0.195976846,4.844865204,1.27E-06,7.66E-06,METTL17
ENSG00000224340,8.162197312,6.958032905,1.436202756,4.84474276,1.27E-06,7.66E-06,-
ENSG00000257949,20.453829,-7.580535957,1.564914347,-4.844058062,1.27E-06,7.68E-06,TEN1
ENSG00000142528,47.3963726,1.999215252,0.413060123,4.840010304,1.30E-06,7.84E-06,ZNF473
ENSG00000104679,32.89858935,-5.33773436,1.102899075,-4.839730562,1.30E-06,7.85E-06,R3HCC1
ENSG00000107679,251.5108925,1.763620517,0.364418774,4.839543525,1.30E-06,7.85E-06,PLEKHA1
ENSG00000198492,533.070689,0.82198564,0.169889178,4.838363736,1.31E-06,7.90E-06,YTHDF2
ENSG00000249115,89.61753605,-1.59414577,0.329629609,-4.836172863,1.32E-06,7.98E-06,HAUS5
ENSG00000220201,22.07799162,-7.666206508,1.585273926,-4.835887592,1.33E-06,7.99E-06,ZGLP1
ENSG00000084073,150.1839082,-1.664876993,0.344410552,-4.833989506,1.34E-06,8.06E-06,ZMPSTE24
ENSG00000167840,61.99366105,-2.835404249,0.586765786,-4.832258998,1.35E-06,8.13E-06,ZNF232
ENSG00000174652,200.5032131,-1.422772681,0.294450355,-4.831961167,1.35E-06,8.14E-06,ZNF266
ENSG00000162512,116.6725236,1.438798595,0.297883396,4.830073164,1.36E-06,8.21E-06,SDC3
ENSG00000171476,38.51409354,-3.99611213,0.827357367,-4.829971051,1.37E-06,8.22E-06,HOPX
ENSG00000188986,75.0312393,2.375278625,0.4918226,4.829543463,1.37E-06,8.23E-06,NELFB
ENSG00000066827,43.28245485,-2.565913272,0.531316756,-4.829347548,1.37E-06,8.24E-06,ZFAT
ENSG00000288393,18.86341112,-7.459415936,1.544896152,-4.828425474,1.38E-06,8.27E-06,-
ENSG00000151470,32.27277493,-5.313593904,1.10076124,-4.827199315,1.38E-06,8.32E-06,C4orf33
ENSG00000110536,317.776639,1.127822875,0.233670168,4.826559106,1.39E-06,8.34E-06,PTPMT1
ENSG00000103769,399.1127782,-1.274344183,0.26405531,-4.8260502,1.39E-06,8.36E-06,RAB11A
ENSG00000128694,68.9426121,-2.110494406,0.437354886,-4.825587808,1.40E-06,8.38E-06,OSGEPL1
ENSG00000214787,246.9056021,1.789209951,0.371046678,4.82206164,1.42E-06,8.53E-06,MS4A4E
ENSG00000157764,194.2100479,1.163853755,0.241379155,4.821682949,1.42E-06,8.54E-06,BRAF
ENSG00000198168,40.95955196,-2.421270853,0.50215972,-4.821714603,1.42E-06,8.54E-06,SVIP
ENSG00000100243,313.6861358,-0.996427495,0.206694566,-4.820772588,1.43E-06,8.57E-06,CYB5R3
ENSG00000120253,130.1298562,-1.341592062,0.27833832,-4.820004878,1.44E-06,8.60E-06,NUP43
ENSG00000221994,80.34148341,1.54477423,0.320500291,4.819884019,1.44E-06,8.60E-06,ZNF630
ENSG00000258352,19.82274582,-7.536412453,1.563709491,-4.819573261,1.44E-06,8.61E-06,-
ENSG00000151376,21.79658138,-7.669994021,1.591577962,-4.819112982,1.44E-06,8.63E-06,ME3
ENSG00000160991,288.1724073,1.166704486,0.242130612,4.818492281,1.45E-06,8.66E-06,ORAI2
ENSG00000116586,250.7202571,1.248149362,0.259102255,4.817207644,1.46E-06,8.71E-06,LAMTOR2
ENSG00000196396,186.2371391,-2.300662469,0.477631312,-4.816816677,1.46E-06,8.72E-06,PTPN1
ENSG00000124571,364.3434302,1.049112786,0.217823564,4.816342037,1.46E-06,8.74E-06,XPO5
ENSG00000105556,44.67098258,-3.137290195,0.651851111,-4.812893834,1.49E-06,8.89E-06,MIER2
ENSG00000163001,70.17459325,1.936162331,0.402345648,4.812186582,1.49E-06,8.92E-06,CFAP36
ENSG00000114857,1160.340071,1.19253368,0.247882228,4.810888172,1.50E-06,8.97E-06,NKTR
ENSG00000066557,40.6952359,-7.135273821,1.483817807,-4.808726373,1.52E-06,9.07E-06,LRRC40
ENSG00000166025,69.45609052,1.903363064,0.395851457,4.808276007,1.52E-06,9.08E-06,AMOTL1
ENSG00000188483,28.29782529,2.550193103,0.530388009,4.808165083,1.52E-06,9.09E-06,IER5L
ENSG00000277406,36.3601983,-3.351138401,0.697113243,-4.807165025,1.53E-06,9.13E-06,-
ENSG00000080819,18.54247373,-7.438311671,1.54767121,-4.806131706,1.54E-06,9.17E-06,CPOX
ENSG00000214110,27.57660776,-4.595271632,0.956385117,-4.804833903,1.55E-06,9.23E-06,-
ENSG00000198721,176.0814273,1.325477352,0.27588376,4.804477631,1.55E-06,9.24E-06,ECI2
ENSG00000266967,205.1754661,1.469922404,0.305955953,4.804359546,1.55E-06,9.25E-06,AARSD1
ENSG00000172977,185.3037414,1.242356115,0.258608222,4.804008574,1.56E-06,9.26E-06,KAT5
ENSG00000144712,24.65796875,2.813577111,0.585817938,4.802818299,1.56E-06,9.31E-06,CAND2
ENSG00000181915,18.80222179,-7.456047605,1.552452703,-4.802753468,1.56E-06,9.31E-06,ADO
ENSG00000069431,403.0289031,1.289954183,0.26859428,4.802612261,1.57E-06,9.31E-06,ABCC9
ENSG00000071894,96.52156917,-1.598045553,0.332761887,-4.802369551,1.57E-06,9.32E-06,CPSF1
ENSG00000133606,244.7291513,-1.298174831,0.270334953,-4.802097599,1.57E-06,9.33E-06,MKRN1
ENSG00000232815,329.0473133,-1.296728606,0.270076368,-4.801340514,1.58E-06,9.36E-06,-
ENSG00000270890,18.42391588,-7.429280741,1.548131578,-4.798869066,1.60E-06,9.48E-06,-
ENSG00000162881,19.08946966,-7.476737267,1.558083839,-4.79867455,1.60E-06,9.48E-06,OXER1
ENSG00000090861,468.8192835,-2.027247358,0.422510513,-4.798099211,1.60E-06,9.51E-06,AARS1
ENSG00000174684,104.3839036,1.514506491,0.315765759,4.796297403,1.62E-06,9.59E-06,B4GAT1
ENSG00000186188,107.4723395,1.953789087,0.407378754,4.796001426,1.62E-06,9.60E-06,FFAR4
ENSG00000142676,3831.572146,1.460707294,0.304609764,4.795339701,1.62E-06,9.63E-06,RPL11
ENSG00000254634,19.16671648,-7.485632092,1.561334801,-4.794379839,1.63E-06,9.67E-06,-
ENSG00000162607,124.7800052,1.394154624,0.290797765,4.794241192,1.63E-06,9.68E-06,USP1
ENSG00000169740,164.7892017,-1.279847079,0.266965224,-4.794059169,1.63E-06,9.68E-06,ZNF32
ENSG00000182836,45.64576958,2.781226049,0.580134896,4.794102315,1.63E-06,9.68E-06,PLCXD3
ENSG00000183048,20.11161854,2.93447724,0.612157477,4.793663968,1.64E-06,9.69E-06,SLC25A10
ENSG00000151746,46.75396224,-2.204920677,0.460280183,-4.790388021,1.66E-06,9.85E-06,BICD1
ENSG00000204186,64.2218275,2.27064241,0.474103712,4.789336915,1.67E-06,9.90E-06,ZDBF2
ENSG00000237651,115.9929574,2.349742469,0.490655882,4.788982571,1.68E-06,9.91E-06,C2orf74
ENSG00000213015,21.65508466,-7.659211298,1.599433329,-4.788703073,1.68E-06,9.92E-06,ZNF580
ENSG00000113368,22.5115874,-7.712259658,1.610727431,-4.788060046,1.68E-06,9.95E-06,LMNB1
ENSG00000242689,24.17121759,4.040708429,0.843911283,4.788072529,1.68E-06,9.95E-06,CNTF
ENSG00000205268,130.6577606,-1.568433052,0.327672762,-4.786583551,1.70E-06,1.00E-05,PDE7A
ENSG00000070214,201.1623096,1.471678949,0.30752738,4.7855217,1.71E-06,1.01E-05,SLC44A1
ENSG00000174080,119.4180525,3.261237484,0.681547267,4.785049608,1.71E-06,1.01E-05,CTSF
ENSG00000155189,260.0932669,-1.116927163,0.233461594,-4.784200886,1.72E-06,1.01E-05,AGPAT5
ENSG00000145882,108.9583,-1.694653096,0.354227163,-4.784085669,1.72E-06,1.01E-05,PCYOX1L
ENSG00000198399,657.0526192,-0.846993558,0.177059288,-4.783672004,1.72E-06,1.01E-05,ITSN2
ENSG00000141298,1417.615679,-0.806202139,0.16856216,-4.782818045,1.73E-06,1.02E-05,SSH2
ENSG00000100979,611.2369282,1.141477233,0.238687825,4.782301876,1.73E-06,1.02E-05,PLTP
ENSG00000175573,24.07354272,-7.810408978,1.63357934,-4.781162925,1.74E-06,1.03E-05,C11orf68
ENSG00000185624,1421.696622,-1.218166925,0.254866287,-4.779631456,1.76E-06,1.03E-05,P4HB
ENSG00000185621,35.97771817,-7.201989139,1.50716656,-4.778495842,1.77E-06,1.04E-05,LMLN
